分类,单词,中文,例句
文化传承 (Cultural Heritage),preservation,保护,The government is committed to the preservation of historical sites.
文化传承 (Cultural Heritage),legacy,遗产,His music has left a lasting legacy in the industry.
文化传承 (Cultural Heritage),history,历史,Studying history helps us understand the present.
文化传承 (Cultural Heritage),legacy,传统,The festival is a legacy passed down from our ancestors.
文化传承 (Cultural Heritage),artifact,文物,The museum displays a collection of ancient artifacts.
文化传承 (Cultural Heritage),ancestor,祖先,My ancestors emigrated from Ireland to America.
文化传承 (Cultural Heritage),architecture,建筑,The city is known for its unique architecture.
文化传承 (Cultural Heritage),custom,习俗,It is a custom in some cultures to bow when greeting.
文化传承 (Cultural Heritage),cultural,文化,The festival showcases the country's cultural diversity.
文化传承 (Cultural Heritage),historic,历史的,The building is a historic landmark in the city.
文化传承 (Cultural Heritage),conservation,保护,The conservation of wildlife is vital for our ecosystem.
文化传承 (Cultural Heritage),ritual,仪式,The wedding ceremony included traditional rituals.
文化传承 (Cultural Heritage),monument,纪念碑,The Statue of Liberty is a famous monument in New York.
文化传承 (Cultural Heritage),folklore,民间传说,The country has a rich tradition of folklore and legends.
文化传承 (Cultural Heritage),ancestral,祖先的,The house has been in my family for generations
文化传承 (Cultural Heritage),artifacts,文物,The archaeologists uncovered many ancient artifacts at the site.
文化传承 (Cultural Heritage),customs,风俗习惯,Different countries have different customs when it comes to weddings.
文化传承 (Cultural Heritage),traditions,传统,The festival is a celebration of our cultural traditions.
文化传承 (Cultural Heritage),historical,历史的,The town has many historical buildings that date back centuries.
文化传承 (Cultural Heritage),heritage site,遗产地,The ancient ruins are now a UNESCO World Heritage Site.
文化传承 (Cultural Heritage),legacy,遗留物,The artwork is a legacy from the Renaissance period.
文化传承 (Cultural Heritage),cultural diversity,文化的多样性,The city prides itself on its cultural diversity.
文化传承 (Cultural Heritage),culturally,文化上,The museum showcases artifacts that are culturally significant.
文化传承 (Cultural Heritage),historically,历史地,The region is historically known for its agricultural practices.
文化传承 (Cultural Heritage),ancestors,祖先,We must honor the teachings of our ancestors.
文化传承 (Cultural Heritage),traditional,传统的,The dish is made using a traditional recipe.
文化传承 (Cultural Heritage),antiquities,古董,The museum displays a collection of valuable antiquities.
交通规则 (Traffic Rules),Vehicle,交通工具,Please make sure your vehicle has valid registration.
交通规则 (Traffic Rules),Speed limit,速度限制,The speed limit on this road is 60 kilometers per hour.
交通规则 (Traffic Rules),Intersection,十字路口,Remember to watch out for pedestrians at intersections.
交通规则 (Traffic Rules),Traffic light,红绿灯,Don't run a red traffic light.
交通规则 (Traffic Rules),Pedestrian,行人,Always yield to pedestrians at crosswalks.
交通规则 (Traffic Rules),Lane,车道,Stay in your lane while driving on the highway.
交通规则 (Traffic Rules),Sign,标志,Follow the signs for the correct direction.
交通规则 (Traffic Rules),Yield,让行,You must yield to oncoming traffic when making a left turn.
交通规则 (Traffic Rules),Turn signal,转向灯,Don't forget to use your turn signals when changing lanes.
交通规则 (Traffic Rules),Crosswalk,人行横道,Wait for the pedestrian to cross at the crosswalk before driving.
交通规则 (Traffic Rules),Merge,合流,Be careful when merging onto the highway.
交通规则 (Traffic Rules),Stop sign,停车标志,Come to a complete stop at the stop sign.
交通规则 (Traffic Rules),Overtake,超车,Make sure it's safe before you overtake another vehicle.
交通规则 (Traffic Rules),Parking lot,停车场,You can park your car in the parking lot over there.
交通规则 (Traffic Rules),Roundabout,环形交叉路口,Give way to vehicles already in the roundabout.
交通规则 (Traffic Rules),Backup,倒车,Use your mirrors when backing up your car.
交通规则 (Traffic Rules),Horn,喇叭,Use your horn as a warning signal when necessary.
交通规则 (Traffic Rules),Crossroad,十字路口,Be cautious when approaching a crossroad.
交通规则 (Traffic Rules),School zone,学校区域,Drive slowly in a school zone to ensure the safety of children.
交通规则 (Traffic Rules),Helmet,头盔,Always wear a helmet when riding a bicycle or motorcycle.
交通规则 (Traffic Rules),One-way street,单行道,Make sure not to drive the wrong way on a one-way street.
交通规则 (Traffic Rules),Skid,打滑,Steer into the skid if your car starts to skid on the road.
交通规则 (Traffic Rules),Speed bump,减速带,Slow down when approaching a speed bump.
交通规则 (Traffic Rules),U-turn,掉头,Check for oncoming traffic before making a U-turn.
交通规则 (Traffic Rules),Carpool lane,拼车车道,You can use the carpool lane if there are two or more people in the car.
交通规则 (Traffic Rules),Emergency lane,应急车道,Only use the emergency lane in case of an emergency.
交通规则 (Traffic Rules),Zebra crossing,斑马线,Always yield to pedestrians at the zebra crossing.
交通规则 (Traffic Rules),DUI (Driving Under the Influence),酒后驾驶,It's illegal to drive under the influence of alcohol or drugs.
交通规则 (Traffic Rules),Road rage,马路愤怒症,Avoid engaging in road rage with other drivers.
交通规则 (Traffic Rules),Traffic congestion,交通拥堵,Plan your route to avoid traffic congestion during rush hour.
食品制作 (Food Preparation),cook,烹饪,I enjoy learning how to cook different dishes.
食品制作 (Food Preparation),bake,烘焙,My mom likes to bake fresh bread every weekend.
食品制作 (Food Preparation),cut,切,Be careful when you cut the vegetables with a knife.
食品制作 (Food Preparation),mix,混合,You need to mix the ingredients together before baking the cake.
食品制作 (Food Preparation),grill,烤,We are going to grill some burgers for dinner.
食品制作 (Food Preparation),roast,烤,The chef will roast the chicken in the oven.
食品制作 (Food Preparation),fry,炸,I like to fry potatoes to make crispy fries.
食品制作 (Food Preparation),boil,煮沸,Boil the water before adding the pasta.
食品制作 (Food Preparation),steam,蒸,We are going to steam some vegetables for a healthy side dish.
食品制作 (Food Preparation),saute,炒,You can saute the onions before adding them to the sauce.
食品制作 (Food Preparation),marinate,腌制,It is important to marinate the meat before grilling it.
食品制作 (Food Preparation),dip,蘸,You can dip the chips in the salsa for extra flavor.
食品制作 (Food Preparation),blend,搅拌,Blend the fruits together to make a smoothie.
食品制作 (Food Preparation),whisk,打蛋器,Use a whisk to beat the eggs for the omelette.
食品制作 (Food Preparation),knead,揉捏,Knead the dough until it is smooth and elastic.
食品制作 (Food Preparation),slice,切片,Slice the cake into equal portions for serving.
食品制作 (Food Preparation),baste,润抹,Don't forget to baste the turkey with butter while it's roasting.
食品制作 (Food Preparation),season,调味,Remember to season the soup with salt and pepper.
食品制作 (Food Preparation),grate,磨碎,Grate some cheese to sprinkle on top of the pasta.
食品制作 (Food Preparation),stir,搅拌,Stir the soup to make sure all the ingredients are well-mixed.
食品制作 (Food Preparation),drizzle,淋,You can drizzle some chocolate sauce over the dessert.
食品制作 (Food Preparation),preheat,预热,Preheat the oven before putting in the cake.
食品制作 (Food Preparation),garnish,装饰,Use fresh herbs to garnish the dish before serving.
食品制作 (Food Preparation),sprinkle,撒,Sprinkle some sugar on top of the cookies before baking.
食品制作 (Food Preparation),measure,量,Make sure to measure the ingredients accurately for the recipe.
食品制作 (Food Preparation),strain,过滤,Strain the broth to remove any solid particles.
食品制作 (Food Preparation),grind,磨,You can grind the coffee beans for a fresh cup of coffee.
食品制作 (Food Preparation),toss,拌,Toss the salad with the dressing before serving.
动作电影 (Action Movies),fight,打斗,The fight scene in the movie was intense.
动作电影 (Action Movies),chase,追逐,The police chased the criminal through the streets.
动作电影 (Action Movies),explosion,爆炸,The huge explosion destroyed the building.
动作电影 (Action Movies),gun,枪,The detective aimed his gun at the suspect.
动作电影 (Action Movies),shoot,射击,The sniper took aim and prepared to shoot.
动作电影 (Action Movies),fighting,搏斗,The two characters were seen fighting in the action sequence.
